#Pos	Phred	prob	A->C	A->G	A->T	A->N	C->A	C->G	C->T	C->N	G->A	G->C	G->T	G->N	T->A	T->C	T->G	T->N
30	<	0.0293026566273564	4390	4552	3767	0	3326	4534	3794	0	3502	4395	3676	0	3462	4177	4405	0
30	(	0.007617780925782948	6257	6813	750	0	1115	6209	968	0	1178	5523	1031	0	787	4946	6891	0
30	#	1.5993279375009456e-05	0	0	0	45	0	0	0	43	0	0	0	37	0	0	0	42
31	K	0.6962185554601935	49143	52421	48136	0	46181	54626	46976	0	49033	53730	44227	0	49066	50929	50125	0
31	<	0.02813544413189652	4209	4280	3663	0	3449	4445	3549	0	3467	4271	3582	0	3391	4202	4196	0
31	,	0.05077167127281813	18955	17319	15725	0	16137	15069	14374	0	16508	15110	15979	0	15981	15649	18564	0
31	F	0.11992276341880699	8557	9381	9263	0	8145	9941	9256	0	8759	9403	8905	0	8349	8945	9093	0
31	7	0.02960451410187423	5002	4915	4616	0	4577	4874	4569	0	4972	4948	4614	0	4629	4783	4994	0
31	A	0.06768863227238732	6881	7676	6632	0	5935	8089	6451	0	6126	7249	6473	0	6103	6799	7166	0
31	(	0.007642420992823064	6394	6703	757	0	1177	6303	972	0	1211	5790	1065	0	825	5032	6809	0
31	#	1.5998349200278927e-05	0	0	0	47	0	0	0	53	0	0	0	45	0	0	0	22
32	K	0.699947199100009	49359	53653	48388	0	46092	54934	46592	0	48389	53236	44131	0	48532	50635	50213	0
32	F	0.1198230786679766	8705	9701	9402	0	8333	10311	9259	0	9159	9282	9124	0	8561	8793	9492	0
32	<	0.02726718175004713	4315	4438	3623	0	3241	4426	3646	0	3385	4242	3510	0	3319	3987	4016	0
32	,	0.049266343372912295	18732	17656	15407	0	15442	15190	14555	0	15260	14732	15432	0	15091	15019	18214	0
32	(	0.007523649285540217	6495	6936	763	0	1112	6272	1048	0	1214	5433	1074	0	787	4837	6723	0
32	7	0.029084176436238125	5283	5180	4729	0	4550	5069	4620	0	4762	4904	4744	0	4585	4738	5037	0
32	A	0.06706384847291214	6907	7765	6768	0	5972	8205	6648	0	6313	7299	6478	0	6020	6944	7298	0
32	#	2.4522914364450356e-05	0	0	0	74	0	0	0	55	0	0	0	65	0	0	0	62
33	K	0.7041295002954405	48330	53882	48136	0	46642	55556	46920	0	48889	53085	46221	0	49239	51614	51114	0
33	A	0.06582480796363667	6712	7599	6324	0	5760	8057	6493	0	6268	7344	6728	0	6248	6961	7405	0
33	F	0.11911255174041696	8563	9964	9459	0	8327	10246	9466	0	8778	9389	9677	0	8608	9001	9319	0
33	,	0.04821975029716492	17854	16684	14747	0	15451	14544	13946	0	15248	14563	15463	0	15083	15119	17703	0
33	<	0.026439151890168152	4083	4372	3591	0	3160	4326	3546	0	3355	4053	3566	0	3430	4159	4092	0
33	7	0.0289171547886278	5143	5035	4659	0	4532	4899	4621	0	4720	4872	4903	0	4588	4645	5016	0
33	#	2.0979728409272925e-05	0	0	0	53	0	0	0	48	0	0	0	68	0	0	0	50
33	(	0.007336103296135668	6003	6505	734	0	1124	6016	1030	0	1200	5445	1026	0	748	4888	6637	0
34	K	0.706052606338214	47720	53463	47775	0	47323	56159	47026	0	49926	53570	44780	0	49405	51112	50474	0
34	(	0.007270072564662712	5985	6364	752	0	1130	5963	996	0	1229	5464	1042	0	749	4825	6392	0
34	F	0.11913373520447336	8740	9903	9784	0	8563	10414	9655	0	9336	9707	9602	0	8800	9145	9192	0
34	,	0.04807678395515212	18072	16781	15347	0	15803	14905	14724	0	15605	14870	15854	0	14922	15303	17703	0
34	A	0.06483341345396047	6748	7658	6759	0	5999	7997	6605	0	6444	7453	6520	0	6081	6771	7112	0
34	7	0.028494836363719987	5097	5019	4916	0	4684	4932	4835	0	4776	4988	4815	0	4548	4705	4915	0
34	<	0.026114789015735104	4192	4244	3595	0	3335	4341	3489	0	3402	4235	3555	0	3326	3952	3970	0
34	#	2.3763104082300063e-05	0	0	0	62	0	0	0	62	0	0	0	61	0	0	0	63
35	K	0.7081008915723136	48767	53167	48591	0	46825	54571	47334	0	49823	53887	44812	0	50000	51872	50398	0
35	7	0.02855666073307057	5087	5100	4801	0	4790	4922	4712	0	4993	4846	4868	0	4822	4725	5069	0
35	,	0.04726990708716638	17643	15978	14765	0	15404	14181	14152	0	15674	14406	15104	0	15364	14846	17516	0
35	F	0.11941358953183352	8679	9998	9891	0	8971	10442	9851	0	9604	9636	9862	0	9220	9225	9490	0
35	A	0.06392351217792358	6684	7602	6883	0	6075	7943	6610	0	6619	7165	6766	0	6134	7057	7206	0
35	<	0.025493162312914482	4016	4173	3509	0	3344	4241	3598	0	3482	4246	3491	0	3303	4041	4117	0
35	(	0.007214876017222119	5976	6170	763	0	1109	5845	964	0	1205	5389	1086	0	767	4828	6601	0
35	#	2.740056755581189e-05	0	0	0	82	0	0	0	76	0	0	0	66	0	0	0	62
36	K	0.7102523189391425	49387	52060	48686	0	47668	54270	46812	0	49818	54025	45008	0	50270	51219	50575	0
36	F	0.11941076421666347	9240	10128	9913	0	8907	10675	9867	0	9413	9899	9906	0	9161	9253	10016	0
36	A	0.06287567139920595	6998	7476	6691	0	5942	7894	6667	0	6283	7388	6405	0	6108	6929	7537	0
36	,	0.04682361132685473	17621	16404	14979	0	15258	14195	14027	0	15091	14365	15179	0	14834	14755	17516	0
36	7	0.028229071907835985	5225	4852	4898	0	4621	4717	4779	0	4830	4790	4970	0	4679	4741	5022	0
36	<	0.025210811995956487	3963	4246	3601	0	3172	4187	3496	0	3499	4324	3610	0	3396	4019	4262	0
36	(	0.007173506008298801	5839	6321	718	0	1060	5822	962	0	1183	5435	1014	0	707	4856	6402	0
36	#	2.424420604202029e-05	0	0	0	80	0	0	0	62	0	0	0	60	0	0	0	51
37	K	0.7126156884259244	50369	53450	49001	0	46483	55760	47085	0	48031	54179	44748	0	49749	52858	51108	0
37	A	0.06167528687049222	6890	7553	6700	0	6094	8076	6650	0	6350	7407	6507	0	6278	6856	7433	0
37	7	0.027962469047200074	5037	4920	4908	0	4775	4736	4764	0	4873	4774	4749	0	4898	4815	5116	0
37	F	0.11942125979572973	9401	10358	10032	0	9198	10895	9999	0	9436	10353	10013	0	9226	9724	9751	0
37	,	0.04630297342400937	17417	15987	14575	0	15088	14116	13942	0	14906	14152	15036	0	15055	14715	17612	0
37	<	0.024869010089299714	4145	4238	3398	0	3197	4445	3540	0	3370	4164	3488	0	3363	4100	4179	0
37	(	0.00713596459448238	5838	6220	728	0	1099	5821	969	0	1151	5405	1057	0	780	4968	6513	0
37	#	1.7347752862187534e-05	0	0	0	41	0	0	0	47	0	0	0	53	0	0	0	40
38	K	0.7165518372530436	50454	53240	48798	0	46719	55601	46950	0	48932	54703	45021	0	51002	53017	50771	0
38	,	0.04580826547465067	17472	16349	14691	0	14978	14181	13781	0	14927	13932	14694	0	14943	14902	17290	0
38	7	0.027498092141078317	4971	5064	4834	0	4739	4775	4605	0	4739	4696	4853	0	4871	4770	5158	0
38	A	0.06027923519996595	6753	7740	6569	0	5981	8004	6563	0	6380	7253	6421	0	6220	7023	7227	0
38	F	0.11844647704419858	9578	10557	10164	0	8976	11002	9884	0	9495	10115	9808	0	9400	9682	10086	0
38	<	0.024332402753835344	4127	4217	3627	0	3245	4378	3435	0	3346	4205	3399	0	3310	4206	4097	0
38	(	0.007063367757073984	5966	6432	696	0	1026	5648	932	0	1165	5253	1038	0	837	5012	6431	0
38	#	2.0322376153570446e-05	0	0	0	54	0	0	0	55	0	0	0	52	0	0	0	51
39	K	0.7193366353778485	50809	53026	48760	0	47652	56230	48502	0	48488	53668	45054	0	49932	51799	50954	0
39	A	0.0593829156494397	6887	7497	6578	0	6126	8088	6720	0	6137	7100	6562	0	6134	6915	7079	0
39	,	0.04493533629327126	16874	15537	14189	0	15261	14227	14011	0	14678	13763	14733	0	14674	14289	16835	0
39	F	0.11809389100031469	9725	10572	10064	0	9272	11527	10492	0	9396	10113	9832	0	9421	9713	10166	0
39	(	0.006997939881670239	5817	5940	728	0	1120	5872	1016	0	1134	5299	1020	0	766	4752	6067	0
39	<	0.02401716746098422	4154	4102	3365	0	3274	4482	3442	0	3303	4252	3354	0	3342	4088	4278	0
39	7	0.02721396561943825	5094	4802	4887	0	4690	4873	4765	0	4716	4682	4803	0	4725	4729	4953	0
39	#	2.2148717033168807e-05	0	0	0	61	0	0	0	62	0	0	0	51	0	0	0	57
40	K	0.7191541105348759	51496	53114	48688	0	47304	56141	48609	0	48338	53763	44411	0	50183	52727	50407	0
40	7	0.02712939592475527	5075	4931	4950	0	4807	4865	4807	0	4796	4611	4776	0	4784	4702	4918	0
40	A	0.058958135145917086	7118	7514	6691	0	6155	8186	6905	0	6186	7128	6631	0	6232	6831	7309	0
40	,	0.04487583238714825	17238	15787	14584	0	15311	14257	13952	0	14591	13772	14504	0	14779	14365	16845	0
40	F	0.11875738407954092	9946	10914	10177	0	9501	11714	10483	0	10020	10262	9968	0	9608	9840	10427	0
40	<	0.024106814066959217	4321	4245	3543	0	3296	4722	3591	0	3343	4188	3362	0	3374	4005	4273	0
40	(	0.00699646331359131	5949	6127	705	0	1078	5867	991	0	1194	5304	987	0	785	4736	6293	0
40	#	2.1864547212078435e-05	0	0	0	66	0	0	0	59	0	0	0	54	0	0	0	49
41	K	0.7211318920356866	48913	52964	48759	0	48294	55188	48543	0	49608	54144	45130	0	50031	52038	51799	0
41	F	0.1188547436611382	9500	10649	10185	0	9780	11495	10407	0	10115	10517	10176	0	9783	9912	10847	0
41	7	0.026464312295072612	4718	4695	4760	0	5036	4550	4816	0	4853	4474	4891	0	4899	4460	4666	0
41	A	0.05864940175659649	6937	7319	6724	0	6293	8005	6898	0	6482	7110	6657	0	6291	6939	7308	0
41	,	0.044329957510607004	16479	15464	14052	0	15392	13915	13918	0	14495	13485	14322	0	14663	14170	16868	0
41	<	0.02365038614646513	4170	4264	3570	0	3268	4547	3572	0	3196	4309	3436	0	3437	4114	4356	0
41	(	0.0068899618988856595	5720	5900	669	0	1125	5711	958	0	1156	5136	967	0	758	4686	6315	0
41	#	2.9344695548304197e-05	0	0	0	70	0	0	0	73	0	0	0	78	0	0	0	85
42	K	0.7218002046994585	50948	52612	49270	0	47095	55450	47201	0	48919	54812	45625	0	49928	52633	50461	0
42	A	0.058418636759132975	6957	7320	6867	0	6661	7901	6610	0	6673	7261	6540	0	6617	6912	7156	0
42	F	0.11894093198177359	10193	11184	10169	0	9910	11835	10309	0	10268	10976	10364	0	10107	10275	10437	0
42	,	0.044013643434636394	16921	15592	14029	0	15132	14002	13189	0	14811	13533	14199	0	14699	13957	16531	0
42	7	0.025928949632907237	4967	4684	4766	0	4941	4523	4764	0	4907	4455	4766	0	4834	4487	4811	0
42	(	0.006885859677802093	5918	6038	660	0	1119	5709	866	0	1092	5207	940	0	747	4662	6011	0
42	<	0.023632192944819833	4436	4339	3625	0	3354	4541	3397	0	3458	4383	3508	0	3271	4144	4204	0
42	#	0.00037958086946933943	0	0	0	951	0	0	0	987	0	0	0	1040	0	0	0	981
43	K	0.7227643514623017	51057	52958	49278	0	46847	54998	46536	0	47899	54598	45064	0	51579	54288	50930	0
43	F	0.11915647452726323	10291	11390	10560	0	9692	12390	10789	0	10245	10920	10422	0	10000	10619	10966	0
43	<	0.02354331726737726	4381	4385	3582	0	3310	4596	3612	0	3263	4446	3548	0	3400	4271	4168	0
43	A	0.05825475353356306	7123	7633	6969	0	6466	7919	6893	0	6585	7371	6702	0	6467	7251	7361	0
43	,	0.04386536034249077	17057	15502	14067	0	14774	13837	13327	0	14617	13640	14018	0	14899	14576	16592	0
43	(	0.006882862991902294	5958	5866	672	0	1073	5616	921	0	1151	5281	987	0	798	4749	6075	0
43	7	0.025514477523204456	4812	4584	4699	0	4591	4533	4613	0	4656	4380	4663	0	4750	4452	4695	0
43	#	1.8402351897248934e-05	0	0	0	56	0	0	0	44	0	0	0	44	0	0	0	48
44	K	0.7248452085833151	50629	52865	50501	0	47124	54772	48543	0	49199	54776	46829	0	50639	52599	50423	0
44	F	0.11913020039634117	10323	11571	11083	0	9683	12166	11027	0	10376	11310	10969	0	10052	10511	10732	0
44	,	0.04332405521016876	16596	15204	14191	0	14697	13679	13621	0	15137	13626	14342	0	14554	13763	16007	0
44	7	0.024937727811345126	4646	4596	4834	0	4499	4254	4621	0	4799	4426	4915	0	4671	4243	4416	0
44	<	0.023123863998651895	4240	4465	3596	0	3163	4531	3671	0	3473	4425	3495	0	3371	3993	4199	0
44	A	0.057777165157941214	6973	7804	7076	0	6341	8196	7172	0	6862	7481	7016	0	6644	7082	7237	0
44	(	0.00684270370094166	5805	6021	727	0	1032	5413	949	0	1148	5144	990	0	740	4737	5979	0
44	#	1.9075141295035306e-05	0	0	0	34	0	0	0	50	0	0	0	53	0	0	0	62
45	K	0.7266204098465081	52255	54580	49863	0	46419	55209	47672	0	49332	55788	44720	0	51034	53814	51325	0
45	,	0.04276910538289851	16732	15299	14261	0	14515	13264	13189	0	14367	14026	14059	0	14459	13888	15860	0
45	A	0.05758683650571299	7238	8035	7232	0	6513	8291	6982	0	6673	7435	6690	0	6525	7465	7364	0
45	F	0.11872676506426193	10637	12029	10829	0	9683	12499	10760	0	10260	11440	10486	0	10009	10855	11242	0
45	<	0.02303206966341918	4354	4505	3504	0	3310	4490	3524	0	3423	4536	3439	0	3320	4183	4169	0
45	7	0.024478038651007946	4603	4567	4720	0	4641	4285	4572	0	4665	4381	4484	0	4447	4303	4322	0
45	(	0.006761467553075181	5715	5852	734	0	1061	5470	885	0	1125	5050	959	0	787	4726	5884	0
45	#	2.5307333116112057e-05	0	0	0	65	0	0	0	64	0	0	0	76	0	0	0	59
46	K	0.7280896609851476	51944	53951	50362	0	47222	54784	47875	0	49418	56088	45108	0	51020	53991	51743	0
46	A	0.05717635623630111	7468	7673	7131	0	6616	7957	6990	0	6926	7782	6679	0	6634	6991	7270	0
46	F	0.1180407766612372	10759	11901	11133	0	9835	12252	10695	0	10525	11778	10488	0	10333	10513	10988	0
46	,	0.043003957859406014	16987	15313	14336	0	15224	13218	13319	0	15115	13490	14324	0	14726	13741	15912	0
46	<	0.02269338272100653	4306	4287	3449	0	3353	4385	3429	0	3490	4455	3409	0	3335	3918	4002	0
46	7	0.024212634680689116	4663	4255	4647	0	4697	4054	4492	0	4870	4349	4593	0	4740	4171	4307	0
46	(	0.006768082439600722	5904	5879	716	0	1048	5333	896	0	1194	5140	973	0	781	4659	5905	0
46	#	1.5148416611753657e-05	0	0	0	44	0	0	0	35	0	0	0	43	0	0	0	36
47	K	0.7295458411294438	51696	53971	50231	0	46911	55494	47438	0	49879	55895	45672	0	51367	54041	52563	0
47	F	0.11772742030037166	10624	12040	10850	0	10030	12590	10626	0	10635	11445	10809	0	10365	10782	11554	0
47	7	0.024065650904668424	4599	4372	4512	0	4518	4305	4343	0	4687	4282	4758	0	4615	4367	4647	0
47	,	0.04258205643958883	16182	15060	13730	0	14514	13291	13032	0	14576	13345	14250	0	14540	13960	16318	0
47	<	0.022400733468810028	4116	4311	3499	0	3330	4642	3374	0	3400	4357	3336	0	3279	4227	4292	0
47	A	0.05687988489402883	7267	7967	7228	0	6654	8279	6914	0	7010	7743	7074	0	6796	7365	7755	0
47	(	0.006773579091152983	5766	5783	682	0	1018	5561	855	0	1146	5105	948	0	745	4762	5942	0
47	#	2.483377193545981e-05	0	0	0	56	0	0	0	68	0	0	0	71	0	0	0	64
48	K	0.7310530029670523	52441	55364	50577	0	47698	55149	47318	0	49311	55803	45736	0	51278	54137	51671	0
48	7	0.023677927107915536	4544	4447	4707	0	4570	4034	4547	0	4710	4305	4794	0	4603	4227	4357	0
48	,	0.04226450634292175	16277	14971	14157	0	14810	12703	13009	0	14581	13504	14079	0	14391	13973	15959	0
48	F	0.11743469018548416	10932	12187	11238	0	10200	12171	10878	0	10664	11642	11172	0	10239	10851	11519	0
48	A	0.0564871416066306	7492	7951	7298	0	6661	7917	7018	0	6907	7623	7223	0	6758	7414	7513	0
48	<	0.022283816202888346	4144	4360	3599	0	3271	4380	3434	0	3460	4320	3448	0	3289	4030	4118	0
48	(	0.00676947807092025	5788	5802	800	0	1043	5429	849	0	1127	5033	969	0	818	4769	5939	0
48	#	2.9437516187038117e-05	0	0	0	69	0	0	0	78	0	0	0	67	0	0	0	93
49	K	0.7323982037796788	53006	53590	49455	0	47999	55304	47908	0	49438	55929	45546	0	51850	54458	51476	0
49	F	0.11732293799120642	11241	11804	11332	0	10465	12755	11145	0	11111	11745	11090	0	10641	11247	11306	0
49	,	0.042037495749273124	16709	14801	13710	0	14870	13136	13204	0	14552	13288	14094	0	14462	13861	15493	0
49	A	0.05620124846496869	7596	7743	7048	0	6803	8244	7043	0	7062	7784	6973	0	6996	7505	7264	0
49	7	0.023238425439685986	4680	4161	4491	0	4554	4031	4449	0	4763	4225	4712	0	4578	4199	4169	0
49	<	0.022070703908866333	4200	4117	3377	0	3399	4396	3379	0	3442	4251	3366	0	3453	4046	4027	0
49	(	0.006706057934135712	5893	5666	691	0	1076	5266	970	0	1134	5058	950	0	773	4679	5826	0
49	#	2.4926732184984346e-05	0	0	0	72	0	0	0	67	0	0	0	64	0	0	0	57
50	K	0.7343644074703732	52099	54792	50344	0	48382	55834	48258	0	49505	55358	45596	0	52232	54265	53022	0
50	F	0.11685877649960255	11148	12106	11343	0	10666	12875	11396	0	10697	11736	10855	0	10800	11352	11862	0
50	,	0.04183660260448579	16178	14776	13602	0	15245	13399	13268	0	14218	12843	13893	0	14430	13673	15424	0
50	A	0.05565556581547675	7505	8240	7272	0	6821	8399	7172	0	7096	7694	6924	0	6928	7591	7837	0
50	<	0.02176867617291515	4049	4294	3425	0	3293	4381	3389	0	3446	4200	3393	0	3438	3847	4031	0
50	7	0.022812023860549452	4477	4382	4511	0	4632	4137	4525	0	4477	4051	4362	0	4554	4158	4320	0
50	(	0.006671345957830765	5613	5548	745	0	1038	5553	927	0	1094	4936	955	0	757	4812	5813	0
50	#	3.260161876625886e-05	0	0	0	90	0	0	0	69	0	0	0	90	0	0	0	91
51	K	0.7359857311145045	52794	55058	50108	0	47351	56137	47663	0	49749	56821	46679	0	51714	55818	52452	0
51	F	0.11592127106759484	11109	12288	11328	0	10528	12766	11186	0	11204	12027	11352	0	10913	11463	11669	0
51	,	0.04169882733494122	16305	14630	13673	0	14624	12844	12851	0	14697	13403	14013	0	14540	14076	15576	0
51	A	0.05519662385374584	7530	7887	7222	0	6662	8084	6973	0	7105	7893	7130	0	6884	7669	7520	0
51	7	0.022977722796485245	4615	4250	4465	0	4555	4028	4354	0	4639	4222	4599	0	4504	4329	4402	0
51	<	0.021523085782641886	3904	4048	3316	0	3261	4215	3377	0	3405	4176	3380	0	3275	4010	3940	0
51	(	0.0066690279388874115	5810	5619	704	0	1057	5150	916	0	1091	5165	996	0	696	4845	5693	0
51	#	2.7710111199046235e-05	0	0	0	69	0	0	0	62	0	0	0	77	0	0	0	81
52	K	0.696958824498387	48596	50257	49463	0	47311	52900	47558	0	49309	52393	45923	0	50190	50032	48264	0
52	7	0.023376679162686754	4862	4478	4437	0	4590	4357	4405	0	4540	4755	4638	0	4435	4706	4604	0
52	,	0.04194505292415116	15985	14514	13838	0	14754	13364	13424	0	14496	13646	14160	0	13849	13809	15141	0
52	F	0.14866156943594555	14091	15346	12681	0	11677	16100	12676	0	12189	16032	12518	0	11598	14511	14212	0
52	A	0.060081860469397536	8208	8668	7212	0	6942	9089	7272	0	7218	8909	7312	0	7066	8282	7982	0
52	<	0.022376626810952902	4094	4248	3412	0	3201	4512	3395	0	3442	4457	3406	0	3198	3991	3864	0
52	(	0.0065601708392404815	5752	5361	640	0	1001	5266	950	0	1058	5213	949	0	753	4826	5306	0
52	#	3.921585923865238e-05	0	0	0	97	0	0	0	106	0	0	0	94	0	0	0	112
53	K	0.7262813078948941	52208	54601	50109	0	47492	55018	47749	0	49488	55240	45319	0	51479	53719	51311	0
53	A	0.055473611459936914	7638	8233	7456	0	6788	8341	7177	0	7011	8259	6975	0	6784	7769	7714	0
53	,	0.04129665958658173	15847	14447	13989	0	14497	13052	13308	0	14311	13234	13783	0	14199	13880	15315	0
53	F	0.12679518224338096	12471	13706	12554	0	11142	14353	12176	0	11803	13510	11641	0	11550	12763	12789	0
53	<	0.021401457885673554	3890	4170	3361	0	3216	4413	3352	0	3305	4116	3371	0	3317	3786	4006	0
53	7	0.022166045684816255	4691	4289	4387	0	4472	4245	4270	0	4435	4301	4385	0	4465	4267	4327	0
53	(	0.006549677924701767	5441	5400	678	0	1017	5355	927	0	1068	4818	946	0	752	4970	5690	0
53	#	3.605732001475665e-05	0	0	0	87	0	0	0	96	0	0	0	101	0	0	0	92
54	K	0.7405404695163841	52681	55641	51114	0	48225	56946	48882	0	50326	57365	46000	0	52472	55021	52391	0
54	F	0.11711304575671401	11646	13219	12022	0	10729	13705	11914	0	11315	12630	11719	0	11012	12043	12559	0
54	A	0.053142150543595175	7438	8012	7127	0	6733	8430	7128	0	7009	7996	7070	0	6718	7456	7640	0
54	,	0.040315343418243395	15332	14034	13274	0	14412	12731	13024	0	14202	12896	13525	0	13925	13536	14856	0
54	7	0.021881819396368962	4437	4546	4390	0	4421	4146	4381	0	4656	4357	4400	0	4320	4195	4218	0
54	<	0.020528166369845745	3784	3887	3153	0	3154	4291	3232	0	3332	4118	3174	0	3156	3769	3900	0
54	(	0.006453685146290723	5303	5288	722	0	1053	5015	866	0	1064	5037	971	0	754	4924	5503	0
54	#	2.5319852557894947e-05	0	0	0	66	0	0	0	70	0	0	0	76	0	0	0	52
55	K	0.745197548481115	54113	55440	51147	0	48487	56675	49018	0	50694	57468	46447	0	53171	56453	52640	0
55	A	0.05208240206797505	7563	7867	7161	0	6610	8077	7080	0	6901	7881	6973	0	6737	7542	7474	0
55	<	0.020171927092905783	3873	3962	3207	0	3156	4081	3282	0	3184	4094	3241	0	3269	3795	3823	0
55	F	0.11365296726563097	11645	12691	11828	0	10733	13216	11571	0	11348	12566	11469	0	11209	12108	11840	0
55	,	0.04036716379769789	15964	14200	13531	0	14464	12431	12868	0	14376	12869	13434	0	14403	13803	14890	0
55	7	0.02165155986387954	4576	4274	4404	0	4399	4066	4269	0	4641	4364	4452	0	4432	4305	4144	0
55	(	0.00650232654866951	5584	5340	669	0	978	5056	931	0	1081	5005	931	0	747	4958	5633	0
55	#	0.00037410488212626634	0	0	0	978	0	0	0	976	0	0	0	992	0	0	0	954
56	K	0.7485426222324882	53472	55630	51529	0	48560	56966	49518	0	51008	57626	47734	0	53906	56209	53895	0
56	F	0.11210998142138313	11697	12624	11806	0	10720	13129	11684	0	11528	12383	11786	0	11473	11567	12222	0
56	,	0.039886183909122096	15354	14040	13298	0	14177	12756	13007	0	14249	12792	13708	0	14164	13461	14822	0
56	A	0.05143604420498331	7313	7863	6980	0	6617	8132	7010	0	6864	7810	6980	0	6779	7399	7576	0
56	7	0.021669393474539007	4542	4403	4475	0	4496	4258	4298	0	4634	4439	4499	0	4581	4258	4365	0
56	<	0.0198340739967662	3737	3749	3118	0	3061	4120	3110	0	3238	3943	3194	0	3110	3767	3698	0
56	(	0.006494362337513842	5562	5414	650	0	944	5214	935	0	1064	5012	891	0	746	4970	5400	0
56	#	2.7338423204162962e-05	0	0	0	70	0	0	0	58	0	0	0	74	0	0	0	83
57	K	0.7505086020916492	54031	55697	51890	0	48872	56646	49218	0	51514	58586	47788	0	53799	57278	53235	0
57	F	0.11150871267921444	11405	12509	11773	0	11032	13237	11601	0	11589	12342	11646	0	11403	12085	12168	0
57	,	0.03956895978727288	15189	13570	12954	0	14088	12615	12638	0	14308	12937	13688	0	14079	13483	14885	0
57	<	0.019653894490255105	3736	3798	3103	0	3054	4153	3220	0	3279	3973	3305	0	3107	3587	3844	0
57	A	0.05088648929751191	7255	7750	6865	0	6585	8006	6978	0	6861	7800	7153	0	6828	7604	7572	0
57	7	0.021471443806506483	4414	4259	4406	0	4524	4006	4276	0	4690	4324	4632	0	4601	4254	4278	0
57	(	0.006358257481421433	5344	5217	655	0	949	4988	853	0	1021	4893	1000	0	749	4805	5559	0
57	#	4.3640366168568633e-05	0	0	0	121	0	0	0	88	0	0	0	123	0	0	0	123
58	K	0.7512158136340704	55108	55917	51547	0	48673	56498	49096	0	51690	59608	47910	0	53772	56846	53540	0
58	7	0.021425981734021105	4645	4399	4341	0	4387	4024	4292	0	4622	4451	4554	0	4496	4383	4344	0
58	,	0.03956602474213356	15655	13755	13187	0	13945	11967	12707	0	14068	13136	13732	0	14112	13966	14594	0
58	A	0.05061884108291435	7544	7712	7133	0	6600	7843	6908	0	6991	7837	7066	0	7031	7437	7453	0
58	F	0.11125135958963892	11966	12811	11951	0	10994	13044	11742	0	11897	13028	11973	0	11704	12136	12212	0
58	<	0.019503852890003205	3809	3778	3120	0	3000	3931	3110	0	3187	3944	3230	0	3068	3684	3706	0
58	(	0.006392325296328197	5614	5278	693	0	871	4807	848	0	1038	5184	900	0	777	5033	5437	0
58	#	2.5801030890260255e-05	0	0	0	80	0	0	0	59	0	0	0	77	0	0	0	53
59	K	0.7516495418376209	54182	56850	51861	0	48399	57185	49814	0	51293	57875	47359	0	54536	57155	54839	0
59	F	0.1111270088717176	11754	12933	12404	0	11048	13260	12380	0	11725	12406	12130	0	11793	12318	12024	0
59	,	0.03964932395732001	15439	13732	13243	0	14056	12232	12871	0	13985	12647	13797	0	14503	13689	15034	0
59	7	0.02139580718513995	4570	4421	4467	0	4500	4091	4483	0	4515	4316	4666	0	4620	4551	4360	0
59	A	0.05024547975094133	7214	7657	7336	0	6705	7874	7375	0	7021	7462	7303	0	6964	7447	7283	0
59	<	0.01950920544271129	3694	3892	3133	0	3113	3865	3301	0	3236	3932	3196	0	3219	3799	3760	0
59	(	0.006393329180309758	5511	5316	680	0	948	4909	829	0	1024	4975	931	0	766	5081	5429	0
59	#	3.030377423918347e-05	0	0	0	83	0	0	0	70	0	0	0	83	0	0	0	80
60	K	0.753285706819312	54655	56573	52528	0	49335	58174	50191	0	52431	58973	47717	0	53842	56360	53912	0
60	7	0.02116638768123065	4711	4357	4168	0	4419	4186	4376	0	4705	4552	4441	0	4598	4109	4195	0
60	,	0.039031940515925664	15148	13743	12950	0	14234	12287	12428	0	14162	13231	13382	0	14074	13273	14306	0
60	F	0.11085242957076201	11980	13108	11656	0	11185	13705	11950	0	12150	13413	11749	0	11516	12229	12645	0
60	A	0.049900433126687516	7357	7732	6885	0	6809	7942	6895	0	7306	8074	7068	0	6910	7156	7463	0
60	<	0.019380369430740247	3714	3728	3068	0	3096	4030	3163	0	3294	4028	3210	0	3100	3564	3698	0
60	(	0.006353004243999016	5477	5220	664	0	977	4929	849	0	1037	4972	920	0	725	4659	5331	0
60	#	2.9728611342999607e-05	0	0	0	77	0	0	0	76	0	0	0	87	0	0	0	70
61	K	0.7523131755861676	54562	57281	52992	0	49486	57673	50085	0	51894	58750	47485	0	54085	56881	54540	0
61	F	0.11095782580816711	11768	13066	12292	0	11544	13356	12088	0	12327	12773	11730	0	12092	11848	12543	0
61	7	0.02153552494771844	4479	4336	4442	0	4763	4041	4363	0	5024	4402	4452	0	4823	4274	4231	0
61	A	0.04999602536440792	7030	7543	7074	0	7104	7524	7079	0	7652	7554	6972	0	7221	7016	7025	0
61	,	0.039442193216385396	15167	13480	13029	0	14856	11830	12537	0	15074	12813	13234	0	14658	13435	14304	0
61	<	0.01933629051335511	3689	3629	3148	0	3254	3930	3185	0	3563	3862	3069	0	3234	3415	3489	0
61	(	0.006390101709438508	5478	5205	750	0	1041	4934	908	0	1043	5093	888	0	722	4825	5371	0
61	#	2.886285435985881e-05	0	0	0	83	0	0	0	61	0	0	0	85	0	0	0	72
