#Pos	Phred	prob	A->C	A->G	A->T	A->N	C->A	C->G	C->T	C->N	G->A	G->C	G->T	G->N	T->A	T->C	T->G	T->N
62	K	0.7534966523576178	55468	57497	52860	0	49487	57671	49442	0	51935	58451	48654	0	54072	57706	54645	0
62	F	0.11082065565923394	12260	13360	12285	0	11222	13685	12050	0	11952	12739	12132	0	11802	12510	12653	0
62	,	0.03904425730513254	15254	13693	13246	0	13905	12192	12501	0	13951	12732	13293	0	14256	13714	14544	0
62	A	0.049501900116906666	7324	7501	7175	0	6824	7639	7057	0	7078	7570	7067	0	6979	7242	7200	0
62	<	0.019311750347498168	3747	3807	3065	0	3100	3823	3104	0	3314	4014	3270	0	3208	3767	3766	0
62	7	0.021443628586595317	4605	4278	4433	0	4652	4094	4334	0	4742	4333	4466	0	4521	4500	4388	0
62	(	0.006340499108625012	5528	5070	678	0	969	4858	878	0	1035	4978	899	0	734	4950	5319	0
62	#	4.065651839055419e-05	0	0	0	111	0	0	0	102	0	0	0	117	0	0	0	94
63	K	0.7530716211017138	55058	57759	52940	0	49510	57587	50100	0	52202	58990	48337	0	54761	58345	55429	0
63	F	0.1110505479263417	11948	13411	12143	0	11361	13911	12267	0	12085	13118	12181	0	12083	12834	12859	0
63	<	0.019344663294477853	3561	3834	3073	0	3174	4018	3221	0	3368	3965	3290	0	3159	3748	3623	0
63	,	0.039393964966008964	15161	13621	13170	0	14320	12172	12769	0	14460	12966	13811	0	14364	13593	14429	0
63	A	0.049320083421205356	6876	7677	7292	0	6879	7930	6954	0	7317	7473	7106	0	7125	7389	7386	0
63	7	0.021377067453877255	4452	4318	4467	0	4598	4279	4493	0	4818	4260	4496	0	4645	4380	4467	0
63	(	0.006412132514975963	5364	4911	591	0	1024	5001	894	0	987	5210	854	0	754	5102	5324	0
63	#	2.9919321399104185e-05	0	0	0	85	0	0	0	76	0	0	0	84	0	0	0	67
64	K	0.7536255614714267	54967	57981	52995	0	50380	59063	50343	0	52503	59611	48452	0	54352	58034	55300	0
64	7	0.021461452579092048	4716	4473	4482	0	4829	4303	4554	0	4652	4402	4409	0	4578	4575	4376	0
64	<	0.019264171647138156	3728	3724	3161	0	3269	4040	3221	0	3290	3867	3215	0	3243	3893	3507	0
64	F	0.11064929651539238	12211	13539	12533	0	11712	14148	12291	0	12209	13007	11976	0	12092	12935	12742	0
64	,	0.03933746419592077	15402	13529	13260	0	14872	12472	13008	0	14134	12692	13484	0	14334	13658	14685	0
64	A	0.04920758878711818	7065	7703	7036	0	7116	7741	7174	0	7314	7648	6946	0	7017	7310	7348	0
64	(	0.006411803808505241	5597	5000	627	0	1052	4984	849	0	1001	5059	854	0	774	5319	5269	0
64	#	4.266099540660914e-05	0	0	0	108	0	0	0	109	0	0	0	120	0	0	0	108
65	K	0.7532368119216589	55602	58359	53362	0	50407	59442	51112	0	51932	58699	48375	0	54562	57967	54666	0
65	<	0.019149415843081743	3745	3844	3318	0	3181	4018	3220	0	3250	3944	3145	0	3195	3722	3645	0
65	7	0.02178987834529355	4756	4525	4741	0	4661	4321	4705	0	4796	4340	4485	0	4678	4394	4592	0
65	F	0.11076149263053404	12589	13738	12608	0	11775	14275	12491	0	12224	13231	12172	0	12087	12702	12772	0
65	,	0.03944571279259846	15658	13842	13430	0	14724	12630	13330	0	13985	12726	13553	0	14258	13747	14724	0
65	(	0.006431352671739335	5690	5071	691	0	923	5015	882	0	994	5049	938	0	770	5172	5317	0
65	A	0.04914795312635093	7207	7578	7421	0	7046	7907	7261	0	7178	7574	7130	0	6954	7299	7285	0
65	#	3.738266874297038e-05	0	0	0	101	0	0	0	90	0	0	0	100	0	0	0	99
66	K	0.7530661060642261	56777	59394	53694	0	50044	58889	50444	0	51976	58634	48367	0	54991	57498	55291	0
66	7	0.021891440970420305	4806	4567	4601	0	4711	4406	4620	0	4827	4433	4556	0	4591	4433	4474	0
66	,	0.039306572655354755	15545	13852	13515	0	14139	12441	12783	0	13916	12704	13643	0	14120	13565	14503	0
66	F	0.11083408109395679	13017	14261	12575	0	11625	14582	12247	0	12318	13321	11983	0	11981	12726	12923	0
66	A	0.0492614444272259	7356	7999	7245	0	7040	8030	7210	0	7251	7659	7029	0	7087	7359	7570	0
66	<	0.01928690518529465	3814	4028	3244	0	3108	4212	3214	0	3257	3910	3150	0	3101	3738	3784	0
66	(	0.006323644598216549	5646	5029	690	0	895	5067	853	0	978	4849	900	0	684	4853	5193	0
66	#	2.9805005305003436e-05	0	0	0	71	0	0	0	89	0	0	0	65	0	0	0	86
67	K	0.7530465932650926	56468	59007	54842	0	50921	58120	50911	0	52617	58813	48802	0	55592	58089	54486	0
67	F	0.1111341156362215	12552	14045	12975	0	12261	13807	12369	0	12582	13087	12079	0	12276	12970	12946	0
67	7	0.021622965520677245	4741	4411	4736	0	4784	4253	4469	0	4864	4319	4633	0	4729	4345	4434	0
67	<	0.019198644127554714	3814	3849	3314	0	3295	3983	3373	0	3411	3876	3287	0	3244	3622	3672	0
67	,	0.03930449262088074	15453	14015	13564	0	14514	12106	12613	0	14130	12499	13426	0	14060	13752	14437	0
67	(	0.00637965194930616	5628	5082	791	0	953	4683	999	0	1013	4815	920	0	760	5142	5385	0
67	A	0.04928805199682684	7338	7732	7626	0	7211	7561	7250	0	7526	7315	7177	0	7223	7491	7192	0
67	#	2.5484883440191002e-05	0	0	0	67	0	0	0	66	0	0	0	69	0	0	0	64
68	K	0.7533738392038678	56416	59000	54495	0	50181	58575	51094	0	53352	59604	49045	0	55555	58536	55841	0
68	,	0.03926731115314691	15494	13602	13269	0	14057	12047	12814	0	14244	13176	13582	0	14544	13822	14937	0
68	(	0.006371636412132064	5564	4987	748	0	995	4742	841	0	1027	5026	872	0	788	5242	5356	0
68	A	0.049154485141502925	7182	7764	7336	0	7032	7773	7236	0	7653	7675	7109	0	7243	7516	7469	0
68	<	0.01927806834939312	3751	3864	3230	0	3297	3874	3388	0	3308	4026	3265	0	3289	3739	3888	0
68	F	0.11107236255162074	12739	14024	12874	0	11855	14080	12480	0	12841	13845	12188	0	12537	12928	13388	0
68	7	0.021453363511222436	4528	4449	4648	0	4824	4242	4483	0	4954	4350	4575	0	4751	4547	4509	0
68	#	2.89336771139596e-05	0	0	0	92	0	0	0	72	0	0	0	64	0	0	0	74
69	K	0.7531951033773604	55604	59402	54151	0	51143	59590	51901	0	53227	59475	48614	0	55649	58768	55943	0
69	F	0.11129857616834411	12536	14193	12836	0	12277	14550	12965	0	12642	13730	12485	0	12526	12987	13327	0
69	(	0.0062942013094299575	5558	4785	636	0	934	4647	855	0	990	4876	858	0	654	5173	5339	0
69	<	0.01927620709121897	3673	3760	3214	0	3379	4104	3286	0	3410	4083	3257	0	3125	3777	3606	0
69	7	0.0215311852897429	4568	4361	4539	0	4835	4275	4594	0	4849	4390	4595	0	4596	4493	4348	0
69	,	0.03906731763851899	15231	13444	12779	0	14319	11947	12968	0	14145	12879	13333	0	13984	13613	14589	0
69	A	0.04932361193564224	7180	7879	7321	0	7180	7979	7586	0	7424	7576	7200	0	7313	7294	7539	0
69	#	1.3797189742402635e-05	0	0	0	38	0	0	0	37	0	0	0	33	0	0	0	36
70	K	0.751557113187805	56853	58950	54290	0	50227	59059	51083	0	53135	59453	49843	0	56134	59458	56197	0
70	7	0.021744627975073923	4533	4458	4478	0	4838	4228	4533	0	4892	4490	4688	0	4860	4610	4506	0
70	,	0.039288114404134274	15302	13326	12866	0	14161	11825	12607	0	14482	13033	13638	0	14559	13872	14671	0
70	A	0.04940675082365507	7251	7682	7184	0	7147	7590	7245	0	7610	7798	7388	0	7539	7626	7632	0
70	F	0.11236906109982112	13136	14421	12918	0	12386	14044	12681	0	12764	13900	12746	0	12779	13842	13630	0
70	<	0.019274117945700144	3726	3806	3045	0	3276	3918	3194	0	3534	4014	3328	0	3340	3957	3753	0
70	(	0.006334820469020307	5643	4916	683	0	878	4548	798	0	995	5018	913	0	784	5086	5260	0
70	#	2.5394094790118766e-05	0	0	0	69	0	0	0	63	0	0	0	62	0	0	0	71
71	K	0.7483884019177895	56176	58985	55163	0	50645	58235	50780	0	53051	60294	50229	0	56622	60006	56663	0
71	<	0.019613155129030863	3887	3806	3329	0	3381	3819	3355	0	3646	3997	3370	0	3485	3837	3748	0
71	,	0.03981997748185242	15576	13401	13520	0	14574	11868	12827	0	14905	13251	14070	0	14779	14049	14525	0
71	A	0.049980647119314846	7287	7712	7481	0	7414	7741	7320	0	7763	7891	7301	0	7595	7619	7483	0
71	F	0.11414270571767181	12992	14048	13216	0	12531	14339	12588	0	13294	13970	12904	0	13202	13860	13722	0
71	7	0.021695542340164322	4700	4481	4695	0	4786	4132	4422	0	4993	4554	4671	0	4834	4709	4450	0
71	(	0.0063292879951096	5632	4868	649	0	946	4591	823	0	964	4920	930	0	732	5208	5207	0
71	#	3.028229906664396e-05	0	0	0	79	0	0	0	81	0	0	0	78	0	0	0	78
72	K	0.7442432019820933	56366	59439	54721	0	50971	58304	51724	0	52962	60256	49630	0	55674	58165	55860	0
72	<	0.019919534956279496	3800	3954	3373	0	3369	4125	3304	0	3567	4139	3436	0	3341	3646	3854	0
72	F	0.117209009417166	13492	14993	13439	0	12425	15147	13243	0	13305	14615	13088	0	13179	13301	13984	0
72	7	0.02183792462817545	4721	4595	4603	0	4765	4272	4578	0	4940	4452	4780	0	4689	4287	4521	0
72	A	0.05075616366527799	7508	8194	7606	0	7399	8136	7463	0	7733	7934	7495	0	7436	7315	7568	0
72	,	0.03964608106145018	15463	13609	13162	0	13944	12234	13415	0	14107	12975	14067	0	14007	13167	14457	0
72	(	0.006356366658119196	5517	4877	640	0	945	4584	852	0	980	5092	926	0	696	4982	5040	0
72	#	3.171763143843962e-05	0	0	0	75	0	0	0	76	0	0	0	85	0	0	0	95
73	K	0.7326801740144135	56303	58424	54404	0	50447	57298	50320	0	52836	59155	49117	0	55367	57572	53841	0
73	<	0.020555287310537115	3946	4053	3459	0	3246	4102	3452	0	3760	4247	3496	0	3357	3855	3760	0
73	F	0.1247691317494857	14362	15658	13930	0	12600	15844	13489	0	13908	15276	13533	0	12974	14641	14125	0
73	A	0.05280483304805883	7996	8329	7826	0	7296	8516	7669	0	7917	8307	7877	0	7421	7948	7539	0
73	,	0.04052367219434529	16148	13597	13658	0	14331	12205	12930	0	14533	13384	14328	0	13708	13986	14190	0
73	7	0.02221643677498985	5065	4602	4623	0	4794	4456	4584	0	5071	4841	4868	0	4765	4688	4450	0
73	(	0.006425168215817581	5869	4954	736	0	887	4497	839	0	1056	5153	954	0	727	5204	4978	0
73	#	2.5296692352072083e-05	0	0	0	77	0	0	0	58	0	0	0	72	0	0	0	57
74	K	0.7025752974749064	52425	55780	52932	0	49345	54315	48625	0	51645	55942	46920	0	54142	55238	51828	0
74	,	0.04210718438007039	15842	14022	13971	0	15367	12463	13375	0	14936	13398	14722	0	14778	14294	14982	0
74	F	0.14558969708553873	15186	17071	15598	0	14051	17544	14581	0	14769	16709	14634	0	14403	15931	15837	0
74	(	0.006499681195619422	5682	4852	694	0	964	4584	894	0	981	5151	964	0	701	5232	5191	0
74	<	0.02210188614348257	3972	4172	3708	0	3525	4341	3619	0	3735	4348	3887	0	3645	3951	3961	0
74	A	0.05770776057527544	8211	8777	8258	0	7876	8831	8119	0	8295	8630	8038	0	8018	8319	8202	0
74	7	0.023383714485407575	5227	4853	5176	0	5033	4681	4826	0	5098	4883	5216	0	4984	5085	4859	0
74	#	3.477865969943765e-05	0	0	0	96	0	0	0	84	0	0	0	86	0	0	0	97
75	K	0.5949429406108626	38993	40472	47369	0	44945	39425	45672	0	48073	40507	43714	0	49048	40977	38330	0
75	,	0.04441051497646738	16241	15191	13698	0	14361	13836	13361	0	14726	14458	13994	0	14772	15423	15703	0
75	<	0.026426034563296237	4397	4971	3777	0	3537	5146	3659	0	3955	4902	3573	0	3766	4382	4638	0
75	F	0.21813269010162525	22930	25601	17972	0	16525	25291	17151	0	17880	24935	16840	0	17918	24661	23922	0
75	A	0.0802152134170666	11668	12702	8823	0	8603	13049	8798	0	8931	12606	8540	0	8782	11839	11903	0
75	7	0.029627762277942876	7107	7302	5359	0	5703	6846	5475	0	5902	6870	5515	0	5733	7123	7197	0
75	(	0.006220994878365858	5381	4638	632	0	810	4390	763	0	933	4988	806	0	716	5292	4972	0
75	#	2.384917437319054e-05	0	0	0	60	0	0	0	59	0	0	0	63	0	0	0	67
76	K	0.7148880411078238	53637	55873	52830	0	49684	55859	49777	0	52910	56712	48598	0	54462	55981	53355	0
76	,	0.04229181366757356	15828	13308	13618	0	15490	12217	13190	0	15385	13351	14425	0	15182	14260	15242	0
76	7	0.023899353959153113	4899	4637	4769	0	5268	4408	4805	0	5573	4690	4775	0	5248	4723	4768	0
76	F	0.13406521025687793	15264	16859	14719	0	14762	17480	14546	0	15901	17083	14299	0	15072	16071	16354	0
76	A	0.05659337743472297	7788	8511	7934	0	8112	8761	8039	0	8835	8569	7945	0	8140	8101	8323	0
76	(	0.006491349305957749	5526	4723	622	0	972	4414	843	0	1021	4968	937	0	749	5210	5316	0
76	<	0.0217375186291619	3947	3950	3452	0	3737	4181	3497	0	3928	4224	3553	0	3669	4026	3913	0
76	#	3.333563872903854e-05	0	0	0	85	0	0	0	88	0	0	0	93	0	0	0	82
77	K	0.7325591209459926	56851	59500	54827	0	51321	59183	52502	0	54344	59953	49783	0	56508	59517	56353	0
77	<	0.02072910700012962	3937	4110	3332	0	3445	4109	3423	0	3507	4093	3523	0	3481	4127	3936	0
77	F	0.12266956217922576	14383	15923	13846	0	13296	16163	13753	0	13871	15425	13209	0	14068	14834	14919	0
77	,	0.04129630901664182	15623	13874	13663	0	14768	12496	13379	0	14574	13218	13954	0	14751	14337	15364	0
77	(	0.006474091705856774	5750	4912	754	0	820	4471	851	0	908	5015	898	0	765	5437	5581	0
77	A	0.05348162297004442	7769	8167	7763	0	7628	8481	7986	0	8045	7967	7638	0	8098	8004	8039	0
77	7	0.022767960172523652	4839	4602	4717	0	4877	4493	4656	0	5114	4516	4723	0	5143	4636	4803	0
77	#	2.222600958534984e-05	0	0	0	48	0	0	0	50	0	0	0	71	0	0	0	63
78	K	0.7396338356051382	57749	61169	55703	0	52007	60788	52218	0	55598	60940	50817	0	57927	60557	58069	0
78	A	0.05235659730069903	7385	7936	7648	0	7703	8535	7678	0	7946	7869	7678	0	7600	7652	7637	0
78	<	0.020369069320905514	3773	3965	3332	0	3420	4159	3451	0	3607	4009	3368	0	3379	3732	3933	0
78	F	0.11810296832279707	13473	14984	13171	0	13397	15673	13582	0	13975	14422	13114	0	13672	13781	14621	0
78	7	0.022657560860452123	4580	4427	4712	0	5043	4496	4771	0	5115	4388	4782	0	4750	4462	4478	0
78	,	0.04045607722121213	14974	13230	12951	0	14420	12546	13154	0	14475	13078	13602	0	14329	14040	14547	0
78	(	0.006392753474198614	5540	4588	633	0	951	4701	830	0	930	5009	858	0	668	5096	5110	0
78	#	3.1137894597364506e-05	0	0	0	76	0	0	0	91	0	0	0	77	0	0	0	81
79	K	0.741041130654677	58783	60600	55912	0	53336	60864	52757	0	55855	63152	51502	0	58614	60815	58347	0
79	F	0.11646209188437529	13315	14387	13431	0	13306	14796	13434	0	13808	14374	13182	0	13571	13680	14023	0
79	(	0.00645973689671645	5820	4804	658	0	936	4580	886	0	921	5083	880	0	768	5362	5465	0
79	<	0.020256726229906197	3839	3867	3333	0	3552	4052	3330	0	3689	4068	3482	0	3486	3785	3846	0
79	,	0.04100562380250602	15606	13485	13584	0	14858	12310	13267	0	14963	13304	14338	0	14913	14079	15479	0
79	A	0.051969825499055225	7531	7928	7644	0	7705	7935	7730	0	8173	7786	7643	0	7879	7586	7580	0
79	7	0.022778517530478312	4702	4495	4820	0	4997	4314	4866	0	5298	4464	4893	0	4945	4614	4719	0
79	#	2.6347502285526062e-05	0	0	0	70	0	0	0	61	0	0	0	71	0	0	0	73
80	K	0.7429160233103748	60181	62980	57355	0	53543	61650	53592	0	55723	63105	51483	0	58471	61454	58761	0
80	F	0.11528775498297152	13508	14942	13683	0	13224	15083	13241	0	13472	14331	12939	0	12943	13618	13922	0
80	A	0.051749078064885184	7607	8335	7752	0	7553	8165	7737	0	7729	8026	7586	0	7528	7576	7609	0
80	7	0.0228799324474696	4964	4784	4708	0	5226	4460	4729	0	5084	4554	4852	0	4914	4585	4670	0
80	,	0.04049310128213959	15564	13546	13547	0	14361	12518	13214	0	14023	13342	13747	0	13813	13993	14820	0
80	<	0.020155202590050162	4010	4001	3330	0	3346	4109	3373	0	3576	4081	3472	0	3248	3775	3896	0
80	(	0.006499555139302665	5668	4775	700	0	959	4625	872	0	951	5052	887	0	734	5355	5298	0
80	#	1.9352182806466962e-05	0	0	0	50	0	0	0	57	0	0	0	39	0	0	0	56
81	K	0.7429553917532793	59695	61920	57605	0	53293	62225	53795	0	56753	63351	52154	0	58821	61862	61106	0
81	A	0.051944489907242805	7506	8011	7680	0	7616	8047	7754	0	8265	8030	7610	0	7755	7476	7876	0
81	,	0.04057166098464153	15547	13530	13162	0	14339	12311	12981	0	14271	13132	13950	0	14253	13798	15379	0
81	(	0.006454514957058485	5726	4700	676	0	960	4487	935	0	961	5202	872	0	647	5242	5204	0
81	7	0.02302721329156225	4777	4524	4899	0	5046	4460	4699	0	5223	4513	5030	0	5033	4506	4885	0
81	F	0.11490545913984045	13474	14540	13489	0	12911	15205	13062	0	13714	13969	12809	0	13397	13285	14652	0
81	<	0.02012853293427797	3826	3829	3292	0	3483	4262	3390	0	3707	4102	3322	0	3338	3730	4015	0
81	#	1.2737032097225118e-05	0	0	0	31	0	0	0	27	0	0	0	37	0	0	0	38
82	K	0.7430100956533638	59780	62777	57527	0	53908	62981	54886	0	55845	63148	52470	0	59691	63054	61355	0
82	A	0.051800803442674584	7486	7993	7715	0	7610	8218	7857	0	7891	8000	7663	0	7647	7794	8138	0
82	<	0.020095547070611543	3906	3858	3262	0	3407	4166	3521	0	3485	4056	3232	0	3381	3931	4095	0
82	,	0.040519741284219354	15639	13091	13190	0	14110	12089	13215	0	13714	12890	13921	0	14047	14871	15756	0
82	F	0.11503387354228665	13252	14503	13631	0	13019	15027	13377	0	13392	13951	13004	0	13682	14285	14614	0
82	7	0.02299246821569403	5041	4698	4875	0	5128	4559	4797	0	5080	4536	5020	0	5047	4690	5059	0
82	(	0.006529659494938671	5882	4643	702	0	918	4483	880	0	922	5012	935	0	661	5659	5550	0
82	#	1.78112962113362e-05	0	0	0	48	0	0	0	40	0	0	0	48	0	0	0	50
83	K	0.7422996060989548	61003	63469	58347	0	53904	63453	54761	0	57211	63978	52566	0	59637	63109	61212	0
83	F	0.11485792903959234	13775	14805	13760	0	13178	15200	13526	0	13871	14391	12941	0	13812	13898	14004	0
83	<	0.020225347861658152	4078	3972	3275	0	3344	4048	3471	0	3660	4203	3515	0	3512	3928	3824	0
83	A	0.052445737105141395	7647	8266	7869	0	7611	8362	7967	0	8193	8117	7876	0	7981	7869	7884	0
83	,	0.04057268860827759	15477	13180	12947	0	13982	12212	13230	0	13913	13118	13839	0	14058	14231	15271	0
83	7	0.022972773179797214	4809	4493	4973	0	5065	4340	5106	0	5102	4608	4924	0	4882	4660	4683	0
83	(	0.006600542820460179	5834	4774	701	0	1023	4561	858	0	1105	5073	869	0	821	5531	5367	0
83	#	2.537528611832046e-05	0	0	0	68	0	0	0	62	0	0	0	69	0	0	0	66
84	K	0.7420342928366475	60814	64038	57655	0	54374	63676	55304	0	57810	64809	53511	0	60805	63402	61628	0
84	,	0.04056809097668012	15602	13255	12807	0	14228	12294	13090	0	14315	13518	13812	0	13955	14143	14892	0
84	F	0.11499579996253866	13419	14730	13504	0	13380	15546	13731	0	14157	14678	13176	0	13710	13832	14611	0
84	<	0.020245214772640654	3862	3827	3212	0	3511	4285	3443	0	3685	4059	3450	0	3352	3974	3968	0
84	A	0.05226394084937666	7587	8299	7702	0	7765	8451	7871	0	8183	8209	7791	0	7768	7835	8112	0
84	7	0.023300248861316795	4743	4655	4878	0	4990	4542	4848	0	5394	4751	4980	0	4995	4634	5011	0
84	#	2.3365461481270668e-05	0	0	0	54	0	0	0	79	0	0	0	53	0	0	0	58
84	(	0.006569046279318387	5851	4673	704	0	924	4445	878	0	892	5165	905	0	744	5644	5180	0
85	K	0.7411267867007444	61804	63173	59003	0	55083	64844	55685	0	58099	64977	54467	0	60421	63131	61736	0
85	(	0.0066384818218092325	5951	4723	665	0	950	4611	847	0	949	5253	896	0	708	5645	5568	0
85	7	0.023296209658322194	4830	4512	4916	0	5175	4659	4980	0	5201	4546	5177	0	4940	4530	4875	0
85	F	0.11507994531561731	13776	14855	13945	0	13486	15588	13766	0	14018	14557	13489	0	13591	13830	14052	0
85	<	0.02027098779387661	3833	3949	3345	0	3475	4209	3462	0	3546	4178	3526	0	3387	3883	3981	0
85	,	0.0409978702890043	15783	13535	13728	0	14409	12343	13337	0	14134	13151	14420	0	13939	14365	15385	0
85	A	0.05256376852269721	7777	8097	8046	0	7859	8546	7945	0	8205	8197	7877	0	7720	7754	8050	0
85	#	2.5949897928805544e-05	0	0	0	64	0	0	0	55	0	0	0	89	0	0	0	63
86	K	0.7406721987204293	62389	64671	59218	0	55029	65305	56085	0	58581	66389	53694	0	60674	63912	61630	0
86	(	0.006612883058852859	5854	4815	665	0	885	4692	891	0	912	5207	929	0	690	5544	5466	0
86	7	0.023220341546908368	4645	4615	4880	0	5025	4446	4989	0	5385	4491	5013	0	5117	4800	4749	0
86	F	0.11531138242687983	13534	14894	13742	0	13566	15503	13832	0	14157	14816	13610	0	13850	14155	14285	0
86	A	0.052866970874095004	7790	8083	7932	0	7827	8633	7968	0	8444	8376	8063	0	7984	7998	7871	0
86	,	0.04090495933678159	15308	13457	13195	0	14295	12527	13339	0	13917	13193	14009	0	13938	14231	14811	0
86	<	0.02037229826982424	3979	3885	3438	0	3527	4289	3565	0	3683	4226	3428	0	3566	4062	3901	0
86	#	3.896576622876294e-05	0	0	0	103	0	0	0	100	0	0	0	101	0	0	0	103
87	K	0.7394217241091444	62778	64404	59094	0	55934	64803	55676	0	58419	66271	54834	0	61412	66293	62975	0
87	F	0.11553349855975761	13812	14643	13804	0	13589	15159	13564	0	14210	14837	13593	0	14108	14406	14393	0
87	(	0.00664096874968886	5866	4692	640	0	883	4413	842	0	960	5385	858	0	725	5931	5460	0
87	A	0.05344568704654958	8063	8155	7890	0	7947	8757	7982	0	8226	8337	8028	0	8239	8596	8362	0
87	7	0.02324128444653105	4917	4558	4826	0	5128	4405	4830	0	5259	4664	5069	0	5263	4823	4818	0
87	,	0.04115920556520993	16060	12932	13408	0	14146	12157	12984	0	14165	13379	14105	0	14267	14911	15073	0
87	<	0.020530346952514506	4112	3875	3398	0	3575	4232	3453	0	3660	4281	3485	0	3565	4173	4049	0
87	#	2.7284570604044014e-05	0	0	0	79	0	0	0	63	0	0	0	62	0	0	0	81
88	K	0.7393950887615373	62341	65338	59824	0	55782	66464	56170	0	58712	66388	55582	0	61307	66254	62085	0
88	(	0.0066124202873174736	5831	4587	616	0	887	4476	923	0	903	5171	858	0	711	5834	5483	0
88	,	0.04094728243330786	15243	13097	13063	0	14173	12444	13226	0	14022	13270	13791	0	13881	14481	15394	0
88	A	0.053650094865906356	7764	8467	7985	0	7993	8864	8085	0	8229	8190	8062	0	8064	8238	8391	0
88	F	0.11579164328006757	13765	15031	13782	0	13770	15716	14060	0	14194	14780	13717	0	14203	14613	14456	0
88	7	0.02310613541503822	4611	4703	4881	0	5020	4650	5004	0	5140	4500	5072	0	5110	4540	4944	0
88	<	0.020468902468619675	3817	3841	3415	0	3576	4304	3461	0	3691	4032	3616	0	3575	4068	3932	0
88	#	2.843248820554334e-05	0	0	0	82	0	0	0	81	0	0	0	68	0	0	0	66
89	K	0.7373929606349381	63520	66148	60806	0	56201	65575	56934	0	59698	66486	54285	0	61555	64961	62731	0
89	A	0.05408895735119786	8070	8593	8416	0	7962	8780	8625	0	8482	8225	8414	0	8190	7889	8153	0
89	,	0.04175425477168509	15880	13554	13837	0	14625	12337	14052	0	14129	13167	14387	0	14074	14052	15090	0
89	<	0.020709848463963093	4015	3935	3567	0	3648	4132	3707	0	3611	4146	3764	0	3470	3909	3884	0
89	F	0.11603384978726142	13875	15099	14290	0	13729	15440	14395	0	14217	14547	14001	0	14155	13748	14024	0
89	(	0.006695847385720018	6174	4698	723	0	943	4612	967	0	957	5186	899	0	687	5796	5424	0
89	7	0.023296712890212186	4757	4620	5330	0	5060	4457	5440	0	5183	4393	5338	0	5144	4481	4567	0
89	#	2.7568715022192816e-05	0	0	0	73	0	0	0	79	0	0	0	82	0	0	0	54
90	K	0.7370975234464765	63652	66416	61232	0	56164	65878	57494	0	59614	66366	56515	0	62497	65591	63384	0
90	F	0.1161893281327668	14156	15086	14084	0	13863	15762	13984	0	14509	14939	13771	0	14568	14649	14363	0
90	(	0.006679606833801666	6056	4561	653	0	826	4573	876	0	965	5137	840	0	769	5959	5175	0
90	,	0.04151958088711411	15975	13136	13047	0	14553	12547	12950	0	14158	13282	13891	0	14070	14575	15214	0
90	<	0.020769504182075463	4003	4041	3376	0	3434	4332	3520	0	3762	4143	3479	0	3462	4173	4007	0
90	A	0.05447263587223343	8170	8719	8058	0	7946	9059	8265	0	8290	8707	8098	0	8083	8296	8496	0
90	7	0.02324473701990924	4906	4787	4750	0	5076	4636	4827	0	5301	4462	5066	0	5054	4891	4797	0
90	#	2.708362562275591e-05	0	0	0	74	0	0	0	62	0	0	0	74	0	0	0	73
91	K	0.7344322282990936	64631	66037	60588	0	58165	65921	57804	0	60454	67666	56320	0	62519	65053	63319	0
91	,	0.04232157172813611	16252	13318	13442	0	15342	12305	13162	0	14852	13639	14338	0	14481	14583	15158	0
91	A	0.05526686084632236	8185	8611	8157	0	8866	8941	8256	0	9078	8674	8097	0	8476	8090	8292	0
91	(	0.00668322963063034	6131	4581	685	0	925	4373	860	0	966	5373	868	0	727	5753	5375	0
91	F	0.11674909080541183	14170	14864	13982	0	15129	15319	14067	0	15262	14980	13798	0	14857	13954	14181	0
91	<	0.021016696305805882	3899	3942	3577	0	3900	4213	3518	0	4038	4176	3552	0	3781	3937	3985	0
91	7	0.02350869938316083	4778	4561	4888	0	5602	4454	4979	0	5502	4609	4996	0	5320	4569	4730	0
91	#	2.162300143907772e-05	0	0	0	60	0	0	0	63	0	0	0	44	0	0	0	59
92	K	0.7336265576044582	64602	67970	61731	0	57332	66666	57804	0	60175	67415	56599	0	62365	66273	63969	0
92	,	0.04239889024419411	16129	13365	13343	0	14931	12596	13647	0	14471	13540	14322	0	14021	14270	15402	0
92	(	0.006742627538207649	6063	4589	636	0	954	4507	891	0	965	5325	977	0	698	5795	5363	0
92	F	0.11662433330941618	13810	15022	14299	0	14462	15678	14639	0	14790	15213	14057	0	14503	14155	14389	0
92	<	0.02112477577670948	4032	4085	3654	0	3688	4269	3668	0	3754	4327	3644	0	3571	4031	4020	0
92	A	0.05579737389682141	8135	8871	8353	0	8441	9119	8566	0	8710	8765	8487	0	8255	8380	8482	0
92	7	0.023658463083877448	4829	4708	4965	0	5269	4675	5186	0	5270	4501	5273	0	5196	4520	4736	0
92	#	2.697854631556289e-05	0	0	0	77	0	0	0	61	0	0	0	70	0	0	0	74
93	K	0.7330141690793217	65369	67779	61969	0	57402	66951	57853	0	61268	69051	56181	0	63806	66510	65159	0
93	A	0.05621728472338864	8322	9198	8395	0	8401	9292	8398	0	8861	8828	8330	0	8454	8413	8791	0
93	,	0.04250733361671747	16433	13440	13535	0	14682	12475	13428	0	14262	13660	14118	0	14413	14669	15650	0
93	(	0.0067697498784266745	6084	4737	680	0	945	4667	889	0	905	5271	906	0	701	6013	5333	0
